word,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25
angle,a-tennis-player-swinging-a-racket-at-a-45-degree-angle-to-hit-a-shot,a-skateboarder-performing-a-jump-with-their-board-at-an-angle,a-kite-soaring-in-the-air-at-a-sharp-angle,a-camera-viewfinder-with-a-diagonal-angle-to-frame-a-shot,a-surveyor-using-a-theodolite-to-measure-the-angle-between-two-landmarks,a-football-player-kicking-the-ball-at-an-angle-to-curve-it,a-set-of-stairs-with-a-landing-and-a-railing-at-an-angle,a-camera-lens-with-adjustable-aperture-and-angle-of-view,"a-skier-navigating-a-steep,-icy-slope",a-carpenter-building-a-frame-with-angled-joints-and-supports,"a-draftsman-using-a-french-curve-to-draw-a-smooth,-curved-line",a-fish-eye-lens-on-a-camera-capturing-a-distorted-view-of-a-room,a-sailboat-tacking-into-the-wind-on-a-windy-day,a-carpenter-using-a-bevel-gauge-to-measure-the-angle-of-a-surface,a-person-looking-at-a-clock-with-the-hands-at-an-unusual-angle,a-pair-of-diverging-railroad-tracks-that-form-an-angle,a-baseball-player-swinging-a-bat-at-a-sharp-angle,"a-scenic-overlook-with-a-steep-cliff-and-a-narrow,-winding-path",a-surveyor's-crew-using-a-theodolite-to-measure-angles-and-distances,a-dancer-leaping-through-the-air-at-a-sharp-angle,a-carpenter-measuring-a-corner-where-two-walls-meet,a-gymnast-executing-a-back-handspring-on-a-spring-floor,"a-person-standing-on-a-slope,-using-a-rope-for-support",a-camera-capturing-a-wide-angle-view-of-a-cityscape,a-carpenter-measuring-the-angle-of-a-roof-with-a-protractor
ankle,"a-sock-drawer-filled-with-colorful,-knee-high-socks",a-person-wearing-high-heels-on-a-red-carpet,a-person-wearing-a-pair-of-athletic-socks-with-arch-support-and-ankle-stability,a-person-tying-a-shoelace-in-a-gym,a-medical-x-ray-image-of-an-ankle-with-a-broken-bone,"a-person-wearing-a-pair-of-socks-with-a-unique,-colorful-pattern-around-the-ankle",a-person-sitting-at-a-desk-with-a-pair-of-roller-skates-leaning-against-the-wall,a-person-running-on-a-treadmill-with-sweat-dripping-down-their-face,a-person-stretching-their-achilles-tendon-behind-their-leg,a-person-tying-a-shoelace-on-a-hiking-boot,a-sock-drawer-with-a-pair-of-ankle-socks-next-to-knee-high-socks,a-shoe-with-an-adjustable-ankle-strap-and-buckle,a-sock-being-pulled-up-over-a-foot,a-person-jumping-rope-with-their-ankles-moving-quickly,a-pair-of-athletic-socks-with-arch-support,a-medical-chart-showing-an-x-ray-of-an-ankle,a-person-hiking-on-a-mountain-trail-with-a-backpack-on-their-back,a-person-wearing-high-heels-with-ankle-straps,a-person-wearing-a-sports-brace-on-their-ankle,a-person-stretching-their-ankle-in-a-yoga-pose,a-person-swimming-laps-in-a-pool-with-goggles-on-their-eyes,a-person-tying-a-shoelace-on-a-white-athletic-sneaker,a-person-doing-a-balance-exercise-on-one-foot,a-collection-of-colorful-laces-laid-out-on-a-coffee-table,a-hiker's-footprints-in-the-dirt-on-a-mountain-trail
answer,a-quiz-show-contestant-pressing-a-buzzer-to-respond,a-person-responding-to-a-question-on-a-game-show,a-person-writing-a-letter-on-a-desk,a-person-answering-a-phone-call-from-a-customer-service-representative,a-phone-ringing-on-a-table-in-a-living-room,a-lawyer-speaking-to-a-judge-from-behind-a-podium,a-student-participating-in-a-debate-with-classmates,a-person-taking-a-test-in-a-school-examination-room,a-person-participating-in-a-focus-group-in-a-meeting-room,a-person-tapping-on-a-touchscreen-to-select-an-answer-on-a-quiz,a-teacher-writing-a-grade-on-a-student's-assignment,a-person-receiving-a-prize-at-an-award-ceremony,a-student-writing-an-essay-on-a-lined-paper,"a-politician-standing-at-a-press-conference,-answering-a-reporter's-question",a-person-participating-in-a-survey-on-the-street,a-person-speaking-into-a-microphone-at-a-podium,a-student-sitting-at-a-desk-with-a-textbook-and-pen,a-news-anchor-reading-a-response-from-a-viewer-on-live-television,a-person-responding-to-a-text-message-on-their-phone,a-person-pressing-a-button-on-a-keypad,a-person-filling-out-a-form-with-a-pen,a-person-on-a-phone-call-in-a-busy-office,a-person-responding-to-a-survey-on-a-tablet,a-person-taking-a-survey-on-a-tablet-in-a-mall,a-person-reading-from-a-book-in-a-library
antique,"a-stack-of-yellowed,-leather-bound-books-in-a-library","a-set-of-antique,-brass-buttons-on-a-old,-wooden-chest-in-a-restored-attic","a-vintage,-ornate-music-box-on-a-wooden-table","a-faded,-hand-tinted-photograph-of-a-family-in-formal-attire-hanging-in-a-ornate,-gold-frame","a-delicate,-antique-china-teacup-on-a-lace-tablecloth","a-collection-of-antique,-intricate-clockwork-mechanisms-on-a-workbench","a-set-of-antique,-copper-cooking-utensils-hanging-from-a-hook","a-collection-of-antique,-porcelain-dolls-on-a-shelf","a-beautifully-restored,-antique-carousel-horse-in-a-small-park","an-old,-intricately-carved-wooden-grandfather-clock-in-a-dimly-lit-hallway","a-dusty,-intricately-carved-wooden-cabinet-in-a-dimly-lit-attic","a-vintage,-porcelain,-doll-sitting-on-a-antique,-wooden-dresser","a-delicate,-antique-porcelain-doll-sitting-on-a-shelf-in-a-toy-store","a-vintage,-brass-key-sitting-on-a-small,-wooden-table","a-collection-of-antique,-coins-arranged-on-a-velvet-covered-tray","a-pair-of-antique,-high-backed-chairs-in-a-formal-dining-room","a-delicate,-antique-locket-on-a-velvet-cushion","a-beautifully-restored,-antique,-wooden-cabinet-in-a-kitchen","a-vintage,-crystal-chandelier-hanging-from-a-high-ceiling","a-vintage,-silver-plated-tea-set-on-a-side-table","a-beautifully-restored,-antique,-wooden,-clock-tower-in-a-small-town","a-vintage,-wooden-carousel-horse-in-a-children's-playroom","a-vintage,-wooden-typewriter-sitting-on-a-cluttered,-desk","a-set-of-antique,-silver-candlesticks-arranged-on-a-lace-tablecloth","a-intricately-carved,-antique-wooden-music-box-on-a-side-table-in-a-cozy-parlor"
appeal,"a-person-enjoying-a-relaxing,-rejuvenating-spa-day",a-person-confidently-giving-a-presentation-in-front-of-a-crowd,"a-person-giving-a-heartfelt,-emotional-speech-at-a-wedding",a-newly-engaged-couple-sharing-a-romantic-kiss-on-a-beach,a-person-giving-a-standing-ovation-in-a-theater,a-beauty-product-advertisement-on-a-billboard,a-person-surrounded-by-confetti-and-cheering-crowds-after-a-win,"a-perfectly-decorated,-themed-birthday-party-with-balloons",a-display-of-luxury-cars-at-a-high-end-dealership,a-person-watching-a-stunning-fireworks-display-on-a-summer-evening,a-close-up-view-of-a-model's-perfectly-made-up-face,"a-sleek,-modern-car-with-a-gleaming-paint-job",a-well-groomed-landscape-with-blooming-flowers-and-a-manicured-lawn,"a-bright,-colorful-storefront-with-a-'sale'-sign-in-the-window",a-perfectly-styled-photo-shoot-on-a-white-studio-backdrop,a-person-receiving-a-standing-ovation-after-a-performance,a-person-admiring-a-work-of-art-at-a-museum,a-stunning-sunset-over-a-serene-ocean-landscape,"a-crowd-cheering-at-a-sporting-event,-with-a-scoreboard-in-the-background",a-person-holding-a-certificate-or-trophy-as-a-prize-winner,a-salesman-smiling-and-shaking-hands-with-a-satisfied-customer,"a-sparkling,-diamond-encrusted-engagement-ring-on-a-velvet-pillow","a-person-admiring-their-reflection-in-a-polished,-silver-mirror",a-popular-restaurant-with-an-inviting-exterior-and-delicious-aromas,"a-person-browsing-through-a-trendy,-upscale-clothing-store"
apple,a-sign-at-a-farm-reading-'apples-for-sale',a-bowl-of-apple-cider-being-served-at-a-fall-festival,a-person-enjoying-a-warm-apple-cider-on-a-cold-fall-evening,a-child-taking-a-bite-out-of-a-crunchy-apple-in-a-lunchbox,"a-child-holding-a-shiny,-green-apple-in-their-hand",a-wooden-crate-filled-with-fresh-apples-being-transported-to-a-market,a-child-taking-an-apple-from-a-bowl-on-a-kitchen-table,a-tree-with-apples-ripe-for-picking-in-the-fall,a-bag-of-apples-being-carried-by-a-person-on-a-hike,"a-basket-overflowing-with-juicy,-red-apples-in-a-farmer's-market",a-farmer-inspecting-a-tree-with-juicy-red-apples,a-slice-of-apple-on-a-plate-next-to-a-slice-of-cheese,"a-hand-holding-a-single,-shiny-green-granny-smith-apple",a-juicer-extracting-juice-from-a-core-and-peel-of-an-apple,"a-still-life-painting-of-a-single,-red-apple-on-a-tablecloth",a-farmer-carefully-inspecting-a-ripe-apple-on-a-tree-branch,a-person-dipping-a-slice-of-apple-into-a-jar-of-peanut-butter,a-person-taking-a-bite-of-a-crispy-apple-slice-at-a-fruit-stand,"a-person-peeling-a-yellow,-bruised-apple-at-a-kitchen-sink",a-glass-of-apple-cider-being-poured-from-a-jug-into-a-mug,a-picture-of-an-apple-on-a-calendar-or-greeting-card,"a-single,-ripe-apple-being-picked-from-a-tree-in-a-garden",a-bowl-of-sliced-apples-on-a-table-next-to-a-peanut-butter-jar,"a-close-up-view-of-a-single,-ripe-apple-on-a-tree-branch","a-basket-filled-with-various-types-of-apples,-including-granny-smith-and-red-delicious"
apron,"a-set-of-aprons-with-different-colors-and-designs,-hanging-on-hooks-in-a-craft-store",a-child-wearing-a-miniature-apron-with-a-name-embroidered-on-it,"a-stack-of-clean-aprons,-folded-on-a-laundry-room-shelf","a-vintage-apron-with-a-denim-fabric,-hanging-on-a-wall-in-a-thrift-store",a-person-wearing-a-waterproof-apron-while-working-on-a-boat,"a-vintage-apron-with-a-floral-pattern,-hanging-on-a-wall-in-a-antique-store",a-decorative-apron-hanging-on-a-hook-in-a-rustic-themed-home,a-person-wearing-an-apron-while-working-in-a-woodworking-shop,"a-person-wearing-a-stylish-apron-with-a-pattern,-while-cooking-a-meal-in-a-modern-kitchen",a-person-wearing-an-apron-while-gardening-in-a-backyard,"a-black,-long-sleeved-apron-with-pockets,-hanging-in-a-garage",a-person-wearing-a-clean-apron-while-serving-food-at-a-formal-dinner-party,"a-white,-bib-style-apron-hanging-on-a-hook-by-the-kitchen-door","a-kitchen-counter-covered-in-utensils-and-a-large,-stained-apron","a-painter-wearing-a-smock-apron-with-pockets-and-a-hat,-standing-in-front-of-a-large-canvas","a-set-of-matching-aprons-with-a-company-logo,-hanging-on-hooks-in-a-office-break-room",a-colorful-apron-hanging-on-a-hook-in-a-utility-closet,"a-set-of-matching-aprons-with-a-family-name,-hanging-on-hooks-in-a-laundry-room","a-person-wearing-a-stained-apron,-holding-a-large-turkey","a-person-wearing-a-white-apron-with-pockets,-standing-in-a-busy-kitchen",a-kitchen-with-a-central-island-covered-in-flour-and-a-person-wearing-an-apron,a-person-wearing-a-clean-apron-to-protect-their-clothes-while-gardening,a-person-wiping-their-hands-on-a-clean-apron-after-handling-raw-meat,"a-decorative-apron-with-a-floral-pattern,-hanging-on-a-hook-in-a-gift-shop",a-vintage-apron-with-floral-patterns-hanging-on-a-wall-in-a-antique-shop
area,a-scenic-overlook-with-a-view-of-a-valley-or-mountain-range,a-map-of-the-world-with-different-countries-and-oceans-labeled,a-dense-jungle-with-vines-and-exotic-plants,a-busy-highway-with-several-lanes-of-traffic-and-a-few-cars-changing-lanes,"a-school-campus-with-several-buildings,-including-classrooms-and-a-cafeteria",a-warehouse-with-pallets-and-boxes-stacked-on-shelves,a-dense-forest-with-tall-trees-and-underbrush,a-quiet-neighborhood-with-single-family-homes-and-trees,a-large-park-with-a-lake-and-walking-trails,"a-rural-landscape-with-a-barn,-silo,-and-rolling-hills",a-scenic-mountain-range-with-a-few-hikers-climbing-to-the-summit,a-paved-parking-lot-with-cars-and-a-few-lampposts,a-group-of-children-playing-on-a-playground-with-swings-and-slides,a-beach-with-sand-and-palm-trees,"a-small,-rural-town-with-a-main-street-and-several-shops-and-homes",a-rectangular-patch-of-grass-in-a-front-yard-with-a-garden-hose-nearby,a-field-of-wheat-swaying-gently-in-the-wind,a-flat-expanse-of-green-grass-with-a-few-trees-in-the-background,"a-city-block-with-several-buildings,-including-shops-and-restaurants",a-city-square-with-a-fountain-and-benches,a-busy-highway-with-cars-and-trucks,a-sports-stadium-with-bleachers-and-a-scoreboard,a-person-standing-in-front-of-a-whiteboard-with-various-shapes-and-colors,"a-park-with-a-playground,-swings,-and-a-jungle-gym",a-group-of-people-gathered-around-a-stage-in-an-outdoor-festival-setting
army,a-person-in-a-military-uniform-saluting-an-officer,a-soldier-in-a-hazmat-suit-walking-through-a-contaminated-area,a-soldier-in-a-uniform-with-a-radio-and-a-pair-of-headphones-walking-through-a-forest,a-soldier-in-a-bunker-looking-through-a-pair-of-binoculars,a-soldier-in-a-full-combat-gear-walking-through-a-desert-landscape,a-group-of-soldiers-in-uniform-standing-at-attention-in-front-of-a-barracks,"a-row-of-bunk-beds-in-a-cramped,-military-barracks",a-soldier-in-a-flak-jacket-and-helmet-carrying-a-backpack-through-a-crowded-airport,a-military-vehicle-driving-down-a-highway-with-a-convoy-of-other-vehicles,a-military-vehicle-driving-through-a-flooded-city-street,"a-soldier-huddled-in-a-foxhole,-looking-out-at-the-battlefield",a-military-base-with-rows-of-barracks-and-a-large-mess-hall,a-military-tank-driving-through-a-desert-landscape,"a-soldier-sitting-in-a-small,-metal-foxhole-in-a-sandy-trench",a-soldier-saluting-a-flag-being-raised-on-a-flagpole,a-soldier-using-a-radio-to-communicate-with-hq,"a-military-tank-driving-through-a-muddy,-swampy-terrain",a-group-of-soldiers-marching-in-formation-across-a-parade-ground,a-group-of-soldiers-in-camouflage-uniforms-walking-through-a-dense-forest,a-soldier-giving-a-thumbs-up-to-a-camera-with-a-city-skyline-behind,a-soldier-holding-a-rifle-and-scanning-a-horizon-with-binoculars,a-soldier-in-a-tent-reading-a-book-by-the-light-of-a-headlamp,a-group-of-soldiers-gathered-around-a-map-spread-out-on-a-wooden-table,a-soldier-in-a-uniform-standing-in-front-of-a-large-map-of-a-battlefield,"a-soldier-sitting-in-a-small,-cramped,-military-aircraft-cockpit"
arrow,a-character-in-a-comic-book-holding-a-magical-arrow,a-bow-and-arrow-resting-on-a-wooden-target-in-a-backyard,a-person-aiming-a-bow-and-arrow-at-a-target-in-an-archery-competition,a-map-with-a-red-arrow-pointing-to-a-specific-location,a-diagram-of-the-human-heart-with-an-arrow-pointing-to-a-valve,a-hunting-guide-holding-a-bow-and-quiver,a-diagram-with-arrows-illustrating-the-flow-of-a-process,a-computer-mouse-with-a-clickable-arrow-button,a-gps-navigation-screen-with-a-blue-arrow-indicating-the-direction,a-car-navigation-system-displaying-a-route-with-a-moving-arrow,a-map-with-an-arrow-indicating-the-direction-of-a-nearby-landmark,a-small-arrow-icon-on-a-computer-screen,a-graphic-of-a-compass-with-a-needle-pointing-like-an-arrow,a-row-of-colorful-arrows-on-a-display-board-in-a-sports-store,a-trophy-with-an-arrow-shaped-decoration,a-pointing-hand-gesture-from-a-person-in-the-distance,a-person-using-a-mouse-to-move-a-digital-arrow-on-a-computer-screen,a-arrow-shaped-decoration-on-a-christmas-tree,a-digital-display-with-a-flashing-arrow-icon,a-signpost-with-a-directional-arrow-indicating-a-turn,a-symbol-above-a-street-sign-indicating-the-direction-to-turn,a-stylized-arrow-logo-on-a-company's-merchandise,a-series-of-arrows-on-a-flowchart-to-represent-a-decision-tree,a-graphic-illustrating-the-trajectory-of-an-arrow-in-flight,a-retro-style-video-game-character-shooting-an-arrow-at-an-enemy
artist,"a-person-with-a-camera,-photographing-a-landscape-in-the-great-outdoors",a-camera-capturing-a-street-artist's-work-on-a-city-sidewalk,"a-large,-half-finished-sculpture-in-a-studio-with-clay-and-tools-scattered-around-it",a-dancer-rehearsing-a-choreographed-routine-with-a-group-of-friends,a-writer-scribbling-notes-in-a-notebook-during-a-coffee-shop-meeting,"a-person-in-a-beret,-holding-a-palette-and-standing-in-front-of-an-easel",a-photograph-of-an-artist's-portfolio-with-various-projects-and-sketches,a-person-taking-a-photo-of-a-piece-of-art-with-a-camera-in-a-gallery,"a-person-standing-in-front-of-an-easel,-holding-a-paintbrush",a-sculptor-working-with-clay-in-a-dimly-lit-studio,"a-studio-with-a-large-window,-allowing-natural-light-to-pour-in-and-illuminate-an-easel",a-musician-practicing-a-complex-piano-solo-in-a-grand-concert-hall,a-photographer-editing-photos-on-a-large-screen-in-a-darkroom,a-painter-mixing-colors-on-a-palette-and-staring-at-a-blank-canvas,"a-person-with-a-paint-splattered-smock,-holding-a-paintbrush-and-standing-in-front-of-an-easel","a-studio-with-a-large,-wooden-desk,-covered-in-art-supplies-and-projects",a-person-carefully-cleaning-a-brush-in-a-jar-of-turpentine,a-person-sketching-a-portrait-of-a-friend-in-a-park,"a-set-of-art-supplies,-including-canvases,-paints,-and-brushes,-stacked-on-a-shelf-in-a-studio",a-gallery-opening-with-people-admiring-artwork-on-the-walls,a-person-applying-a-coat-of-varnish-to-a-finished-painting,a-city-street-scene-with-a-street-performer-drawing-portraits-of-passersby,"a-collection-of-art-supplies,-including-canvases,-paints,-and-brushes","a-studio-with-a-darkroom,-filled-with-photographic-equipment-and-chemicals","a-set-of-art-supplies,-including-canvases,-paints,-and-brushes,-stored-in-a-portable-bag"
aspect,a-group-of-construction-workers-aligning-building-beams-to-form-a-square,a-geometric-drawing-of-a-3d-object-with-various-angles-labeled,a-chef-adjusting-the-tilt-of-a-frying-pan-to-prevent-food-from-burning,a-chef-cutting-ingredients-to-achieve-uniform-sizes,a-geometric-shape-cut-out-of-a-piece-of-paper-with-a-straight-edge,a-carpenter-using-a-level-to-ensure-a-shelf-is-straight-and-even,a-person-using-a-level-to-ensure-a-shelf-is-perfectly-horizontal,a-3d-model-with-various-angles-and-perspectives-displayed-on-a-computer-screen,a-jeweler-polishing-a-gemstone-to-bring-out-its-brilliance,a-surveyor-using-a-level-tool-to-ensure-a-surface-is-perfectly-horizontal,a-math-teacher-using-a-protractor-to-measure-angles-in-a-triangle,a-geologist-studying-the-angle-of-a-rock-formation-to-determine-its-geological-history,a-shadow-puppet-show-projected-onto-a-screen,a-close-up-view-of-a-machined-part-with-precise-angles-and-edges,a-landscape-photographer-adjusting-the-lens-on-their-camera-to-capture-a-scenic-view,"a-scientist-examining-a-sample-under-a-microscope,-studying-its-texture-and-structure",a-carpenter-examining-a-corner-joint-to-ensure-a-precise-fit,a-sculptor-rotating-a-piece-of-clay-to-create-a-symmetrical-shape,a-ruler-with-a-straight-edge-and-marked-measurements,a-map-with-a-grid-and-various-points-of-interest-marked,a-person-examining-the-edge-of-a-piece-of-glass-to-see-if-it's-cut-correctly,a-carpenter-using-a-measuring-tape-to-check-the-angle-of-a-cut-board,a-photographer-adjusting-the-angle-of-her-lens-to-capture-a-unique-perspective,a-carpenter-using-a-tape-measure-to-mark-a-line-on-a-wooden-wall,a-graphic-designer-evaluating-the-balance-of-text-and-images-on-a-page
asphalt,a-driveway-with-a-steep-incline-of-asphalt-leading-up-to-a-garage,a-basketball-court-with-a-dark-asphalt-surface,a-city's-downtown-area-with-asphalt-streets-and-historic-buildings,a-parking-garage-with-multiple-levels-of-stacked-asphalt,a-black-asphalt-road-winding-through-a-dense-forest,a-strip-of-worn-down-asphalt-running-along-the-side-of-a-rural-road,a-construction-barrier-with-orange-cones-and-a-warning-sign,a-blacktop-road-stretching-out-to-a-distant-highway,a-bike-lane-with-a-solid-yellow-line-separating-it-from-traffic,a-paved-bike-path-that-runs-alongside-a-river-and-is-made-of-asphalt,a-stretch-of-black-asphalt-road-with-white-painted-lines,a-construction-site-with-a-dump-truck-unloading-asphalt,a-highway-rest-stop-with-a-sign-indicating-the-direction-to-a-nearby-city,a-construction-worker-laying-down-new-asphalt-in-a-street,a-speed-bump-made-of-asphalt-on-a-residential-street,a-row-of-parked-cars-with-their-tires-on-the-asphalt,a-truck-laying-down-new-asphalt-on-a-construction-site,a-road-sign-warning-drivers-of-an-upcoming-asphalt-repair-project,a-basketball-court-with-an-asphalt-surface-and-hoops,a-freshly-paved-driveway-with-a-yellow-caution-cone,a-skid-mark-on-the-asphalt-from-a-car's-sudden-stop,a-cyclist-riding-a-bike-on-a-bike-path-made-of-asphalt,a-streetlight-standing-at-the-edge-of-a-busy-intersection,a-busy-street-with-a-row-of-parked-cars-and-a-pedestrian-crossing,a-basketball-court-with-white-lines-and-a-net
assault,"a-crime-scene-tape-blocking-off-a-street,-with-a-forensic-team-collecting-evidence",a-person-hiding-behind-a-couch-during-a-domestic-dispute,a-police-car-with-sirens-blaring-and-lights-flashing,a-police-car-with-flashing-lights-and-sirens-driving-down-a-city-street,a-pair-of-handcuffs-and-a-police-badge,a-broken-glass-vase-on-a-coffee-table-with-scattered-pieces,a-person-being-interrogated-by-a-detective-in-a-police-station,a-person-being-restrained-by-a-mental-health-worker-in-a-hospital,"a-person-being-attacked-by-a-wild-animal,-such-as-a-bear-or-a-dog","a-police-officer-arresting-a-suspect,-with-handcuffs-and-a-warrant-in-hand",a-news-broadcast-showing-footage-of-a-domestic-violence-incident,a-person-being-held-at-gunpoint-by-a-robber,a-person-being-kicked-out-of-a-nightclub-for-fighting,a-police-car-with-sirens-blaring-and-lights-flashing-at-the-scene-of-an-accident,a-person-being-restrained-by-police-officers-in-handcuffs,a-security-guard-intervening-in-a-fight-at-a-shopping-mall,"a-police-officer-drawing-their-gun,-with-a-suspect-in-the-background","a-self-defense-class-in-a-martial-arts-studio,-with-students-practicing-moves","a-group-of-people-in-a-bar,-with-one-person-being-escorted-out-by-bouncers",a-person-swinging-a-fist-at-another-person-on-a-city-street,a-dark-alleyway-with-broken-glass-and-torn-trash-bags,a-group-of-people-fighting-in-a-dark-alley-at-night,a-crime-scene-tape-cordoning-off-a-section-of-sidewalk,a-person-being-dragged-away-by-police-officers-in-a-crowd,a-self-defense-class-in-progress-with-students-practicing-moves
athlete,a-swimmer's-hands-entering-the-water-from-a-diving-block,a-person-holding-a-trophy-and-smiling-with-a-gold-medal-around-their-neck,"a-person-in-a-wrestling-singlet,-grappling-with-an-opponent-on-a-mat",a-person-lifting-weights-in-a-dimly-lit-gym-with-a-mirror-in-the-background,"a-tennis-player-serving-a-ball,-racket-held-high",a-dancer-leaping-across-a-stage-with-colorful-lights,a-person-running-on-a-track-with-a-crowd-cheering-in-the-background,a-person-playing-a-sport-with-a-focus-and-determination-on-their-face,a-volleyball-player-spiking-the-ball-in-a-sandy-beach-court,a-cyclist-racing-on-a-winding-road-with-a-steep-hill-in-the-background,a-figure-skater-executing-a-flawless-triple-axel-jump,a-stadium-filled-with-cheering-fans-and-waving-flags,a-downhill-skier-speeding-down-a-steep-mountain-slope,a-soccer-player-heading-the-ball-with-their-forehead,a-runner-crossing-a-finish-line-in-a-crowded-stadium,a-person-in-a-sprinter's-pose-at-the-finish-line-of-a-track-and-field-event,a-person-hitting-a-golf-ball-on-a-lush-green-course,a-football-player-tackling-an-opponent-to-the-ground,a-wrestler-grappling-on-a-mat-with-a-referee-in-the-corner,"a-golfer-lining-up-a-putt-on-a-green,-with-a-golf-ball-and-club-nearby","a-cyclist-pedaling-uphill,-with-a-road-bike-and-gear-in-the-foreground",a-boxer-throwing-a-punch-in-a-ring-with-ropes-and-a-canvas,a-person-wearing-a-pair-of-sneakers-and-lacing-up-their-running-shoes,a-person-playing-a-sport-with-a-group-of-friends-in-a-park-on-a-sunny-day,a-gymnast-performing-a-difficult-tumbling-pass
atom,a-close-up-view-of-an-atomic-model-being-displayed-on-a-computer,"a-chemistry-set-with-various-test-tubes,-flasks,-and-beakers",a-radioactive-symbol-on-a-warning-sign-in-a-nuclear-facility,a-student-pouring-a-beaker-of-colored-liquid-into-a-flask,a-lab-assistant-measuring-the-mass-of-a-substance-on-a-balance-scale,a-scientist-wearing-a-white-lab-coat-and-safety-goggles,a-computer-screen-displaying-a-molecular-structure,a-computer-simulation-of-atomic-particles-interacting,a-diagram-illustrating-the-bohr-model-of-the-atom,a-computer-model-of-atoms-and-molecules-on-a-screen,a-researcher-studying-a-small-sample-under-a-microscope,a-diagram-of-an-electron-cloud-surrounding-a-nucleus,a-diagram-of-the-nucleus-and-electrons-in-an-atomic-structure,a-microscope-slide-displaying-the-structure-of-a-cell,a-graph-showing-the-atomic-structure-of-a-molecule,a-close-up-view-of-a-scientist-observing-an-electron-microscope,a-diagram-illustrating-the-atomic-structure-of-a-protein-molecule,a-periodic-table-displayed-on-a-whiteboard-in-a-science-classroom,a-lab-bench-cluttered-with-various-scientific-instruments,a-physics-textbook-with-equations-and-diagrams-of-subatomic-particles,a-diagram-illustrating-the-atomic-bonds-in-a-crystal-lattice,a-beam-of-electrons-passing-through-a-material-in-a-vacuum-tube,a-research-scientist-studying-a-microscope-slide-under-a-microscope,a-diagram-of-the-bohr-model-of-an-atom,a-bookshelf-filled-with-scientific-texts-and-encyclopedias
